fetched from: https://autoconfig.thunderbird.net/v1.1/, enriched, updated at: 2024-05-08
domain;smtp_host:smtp_port,smtp_host:smtp_port,smtp_host:smtp_port;smtp_login_template
huleboer.dk;mail.telenor.dk:587;%EMAILADDRESS%
hotmail.sg;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
humanoid.net;smtp.mail.com:465;%EMAILADDRESS%
hotmail.hu;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
i.softbank.jp;smtp.softbank.jp:465,app.softbank.jp:465;%EMAILLOCALPART%
hotmail.my;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
hotmail.sk;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
hotmail.lt;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
hotmail.nl;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
hotmail.lv;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
ic-net.or.jp;smtp.ic-net.or.jp:587;%EMAILLOCALPART%
icloud.com;smtp.me.com:465,p34-smtp.mail.me.com:587,p12-smtp.mail.me.com:587;%EMAILLOCALPART%
hotmail.rs;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
iname.com;smtp.mail.com:465;%EMAILADDRESS%
iijmio-mail.jp;mbox.iijmio-mail.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
hour.com;smtp.mail.com:465;%EMAILADDRESS%
hotmail.co.in;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
infile.dk;mail.telenor.dk:587;%EMAILADDRESS%
inet-shibata.or.jp;po.inet-shibata.or.jp:25;%EMAILLOCALPART%
ingpec.eu;smtps.pec.aruba.it:465,safety21.pec.aruba.it:465;%EMAILADDRESS%
indbakke.dk;mail.telenor.dk:587;%EMAILADDRESS%
illinois.usa.com;smtp.mail.com:465;%EMAILADDRESS%
image.dk;mail.telenor.dk:587;%EMAILADDRESS%
indigo.plala.or.jp;indigo.mail.plala.or.jp:587;%EMAILLOCALPART%
info.dk;mail.telenor.dk:587;%EMAILADDRESS%
inorbit.com;smtp.mail.com:465;%EMAILADDRESS%
irelandmail.com;smtp.mail.com:465;%EMAILADDRESS%
ispgateway.de;sslout.df.eu:465;%EMAILADDRESS%
internode.on.net;mail.internode.on.net:465,ppp234-115.static.internode.on.net:587;%EMAILADDRESS%
instructor.net;smtp.mail.com:465;%EMAILADDRESS%
imail.plala.or.jp;imail.mail.plala.or.jp:587;%EMAILLOCALPART%
inbox.ru;smtp.mail.ru:465,smtp32.i.mail.ru:465,smtp55.i.mail.ru:465,smtp54.i.mail.ru:465,smtp41.i.mail.ru:465,smtp45.i.mail.ru:465;%EMAILADDRESS%
io.dk;mail.telenor.dk:587;%EMAILADDRESS%
insurer.com;smtp.mail.com:465;%EMAILADDRESS%
hotmail.com.hk;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
ipax.at;mail.ipax.at:465,pma.k000213c.ipax.at:587,pma.k001019b.ipax.at:465,mail.ipax.at:587;%EMAILADDRESS%
iol.it;smtp.libero.it:465;%EMAILADDRESS%
internetserver.cz;smtp.gransy.com:465,firemni.gransy.com:587;%EMAILADDRESS%
inwind.it;smtp.libero.it:465;%EMAILADDRESS%
instruction.com;smtp.mail.com:465;%EMAILADDRESS%
it.dk;mail.telenor.dk:587;%EMAILADDRESS%
ivory.plala.or.jp;ivory.mail.plala.or.jp:587;%EMAILLOCALPART%
inbound.dk;mail.telenor.dk:587;%EMAILADDRESS%
italymail.com;smtp.mail.com:465;%EMAILADDRESS%
japan.com;smtp.mail.com:465;%EMAILADDRESS%
jet.ne.jp;smtp.jet.ne.jp:587,nodix203.stat.vs.jet.ne.jp:465,ssl.jet.ne.jp:587,nod088.stat.rt.jet.ne.jp:587;%EMAILLOCALPART%
jyde.dk;mail.telenor.dk:587;%EMAILADDRESS%
keromail.com;smtp.mail.com:465;%EMAILADDRESS%
k1.wind.ne.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
ix.netcom.com;smtpauth.earthlink.net:587,smtpauth.qe.earthlink.net:587;%EMAILADDRESS%
innocent.com;smtp.mail.com:465;%EMAILADDRESS%
jade.plala.or.jp;jade.mail.plala.or.jp:587;%EMAILLOCALPART%
jmail.plala.or.jp;jmail.mail.plala.or.jp:587;%EMAILLOCALPART%
iwafune.ne.jp;po.iwafune.ne.jp:25;%EMAILLOCALPART%
ji.jet.ne.jp;smtp02.jet.ne.jp:587,nodix203.stat.vs.jet.ne.jp:465,ssl.jet.ne.jp:587,nod088.stat.rt.jet.ne.jp:587;%EMAILLOCALPART%
jazztel.es;smtp.gmail.com:465,smtp-relay.gmail.com:465;%EMAILADDRESS%
kelcom.net;smtp.kelcom.net:25,webmail.kelcom.net:587;%EMAILADDRESS%
khaki.plala.or.jp;khaki.mail.plala.or.jp:587;%EMAILLOCALPART%
k1.gunmanet.or.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
journalist.com;smtp.mail.com:465;%EMAILADDRESS%
kl.wind.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
kl.wind.co.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
kk.iij4u.or.jp;mbox.iij4u.or.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
kidcity.be;relay.proximus.be:587;%EMAILADDRESS%
k1.gunmanet.ne.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
kittymail.com;smtp.mail.com:465;%EMAILADDRESS%
k1.wind.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
kl.gunmanet.ne.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
koreamail.com;smtp.mail.com:465;%EMAILADDRESS%
krudt.dk;mail.telenor.dk:587;%EMAILADDRESS%
kmail.plala.or.jp;kmail.mail.plala.or.jp:587;%EMAILLOCALPART%
kulturel.dk;mail.telenor.dk:587;%EMAILADDRESS%
klog.dk;mail.telenor.dk:587;%EMAILADDRESS%
linuxmail.org;smtp.mail.com:465;%EMAILADDRESS%
larsen.dk;mail.telenor.dk:587;%EMAILADDRESS%
lime.plala.or.jp;lime.mail.plala.or.jp:587;%EMAILLOCALPART%
lazy.dk;mail.telenor.dk:587;%EMAILADDRESS%
kundenserver.de;smtp.1und1.de:587;%EMAILADDRESS%
laposte.net;smtp.laposte.net:465;%EMAILLOCALPART%
knus.dk;mail.telenor.dk:587;%EMAILADDRESS%
kl.wind.ne.jp;kl.wind.ne.jp:587;%EMAILLOCALPART%
lilac.plala.or.jp;lilac.mail.plala.or.jp:587;%EMAILLOCALPART%
libero.it;smtp.libero.it:465;%EMAILADDRESS%
kabelmail.de;smtp.kabelmail.de:465,smtp.kabelmail.de:587;%EMAILADDRESS%
lemon.plala.or.jp;lemon.mail.plala.or.jp:587;%EMAILLOCALPART%
live.ca;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.be;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.cl;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
legislator.com;smtp.mail.com:465;%EMAILADDRESS%
lapis.plala.or.jp;lapis.mail.plala.or.jp:587;%EMAILLOCALPART%
list.ru;smtp.mail.ru:465,smtp32.i.mail.ru:465,smtp55.i.mail.ru:465,smtp54.i.mail.ru:465,smtp41.i.mail.ru:465,smtp45.i.mail.ru:465;%EMAILADDRESS%
live.at;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.com.au;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.co.uk;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
lawyer.com;smtp.mail.com:465;%EMAILADDRESS%
live.com.mx;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.com.ar;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.co.jp;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.co.za;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
live.cn;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
